esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
9771407,2.02E+13,37.6,331.4,-22.5,3.69,3.675,35,33,17.09,51.37
6564940,2.02E+13,37.6,331.4,-22.5,3.69,3.676,35,33,17.1,51.42
6668098,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.12,51.49
1551705,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.14,51.54
1261345,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.16,51.59
2580459,2.02E+13,38,331.4,-22.5,3.691,3.675,35,33,17.17,51.64
7739891,2.02E+13,38,331.4,-22.5,3.69,3.676,35,33,17.19,51.69
9900336,2.02E+13,38,331.4,-22.5,3.691,3.676,35,33,17.21,51.74
6444804,2.02E+13,38,331.4,-22.5,3.691,3.676,35,33,17.22,51.79
1644680,2.02E+13,38,331.6,-22.5,3.69,3.677,35,33,17.24,51.84
3075742,2.02E+13,38,331.6,-22.5,3.691,3.676,35,33,17.26,51.89
9757229,2.02E+13,38,331.4,-22.5,3.692,3.676,35,33,17.27,51.94
5882422,2.02E+13,38,331.6,-22.5,3.691,3.677,35,33,17.29,51.99
1041671,2.02E+13,38.4,331.6,-22.5,3.691,3.677,35,33,17.31,52.05
8270693,2.02E+13,38.4,331.6,-22.5,3.692,3.678,35,33,17.33,52.1
7742438,2.02E+13,38.4,331.6,-22.5,3.691,3.677,35,33,17.35,52.15
9583732,2.02E+13,38.4,331.6,-22.5,3.692,3.677,35,33,17.36,52.21
3135155,2.02E+13,38.4,331.6,-22.5,3.693,3.678,35,33,17.38,52.26
7302524,2.02E+13,38.4,331.6,-22.5,3.692,3.678,35,33,17.4,52.3
9470169,2.02E+13,38.4,331.6,-22.5,3.693,3.678,35,33,17.41,52.35
7422046,2.02E+13,38.4,331.6,-22.5,3.693,3.678,35,33,17.43,52.4
4127268,2.02E+13,38.4,331.6,-22.5,3.693,3.678,35,33,17.45,52.45
6364973,2.02E+13,38.4,331.7,-22.5,3.692,3.679,35,33,17.46,52.5
1126904,2.02E+13,38.8,331.7,-22.5,3.692,3.678,35,33,17.48,52.55
8814963,2.02E+13,38.8,331.6,-22.5,3.693,3.679,35,33,17.5,52.6
5902992,2.02E+13,38.8,331.7,-22.5,3.693,3.679,35,33,17.52,52.67
4835360,2.02E+13,38.8,331.7,-22.5,3.693,3.679,35,33,17.53,52.72
2575128,2.02E+13,38.8,331.7,-22.5,3.693,3.679,35,33,17.55,52.77
9140649,2.02E+13,38.8,331.7,-22.5,3.694,3.679,35,33,17.57,52.82
6123173,2.02E+13,38.8,331.7,-22.5,3.694,3.679,35,33,17.58,52.87
3992489,2.02E+13,38.8,331.7,-22.5,3.694,3.679,35,33,17.6,52.92
2687253,2.02E+13,38.8,331.7,-22.5,3.694,3.679,35,33,17.62,52.97
7333844,2.02E+13,38.8,331.7,-22.5,3.693,3.68,35,33,17.63,53.02
9889360,2.02E+13,38.8,331.7,-22.5,3.694,3.679,35,33,17.65,53.07
6219272,2.02E+13,39.2,331.7,-22.5,3.694,3.679,35,33,17.67,53.12
2376943,2.02E+13,39.2,331.9,-22.5,3.694,3.679,35,33,17.68,53.17
7029494,2.02E+13,39.2,331.7,-22.5,3.694,3.68,35,33,17.71,53.23
4781283,2.02E+13,39.2,331.9,-22.5,3.695,3.68,35,33,17.72,53.28
3154945,2.02E+13,39.2,331.9,-22.5,3.694,3.68,35,33,17.74,53.33
3621326,2.02E+13,39.2,331.9,-22.5,3.696,3.681,35,33,17.76,53.38
6501838,2.02E+13,39.2,331.9,-22.5,3.695,3.68,35,33,17.77,53.43
9895550,2.02E+13,39.2,331.9,-22.5,3.695,3.681,35,33,17.79,53.48
1675386,2.02E+13,39.2,331.9,-22.5,3.696,3.68,35,33,17.81,53.53
2300075,2.02E+13,39.2,331.9,-22.5,3.696,3.681,35,33,17.82,53.59
8786192,2.02E+13,39.2,331.9,-22.5,3.696,3.682,35,33,17.83,53.63
9507522,2.02E+13,39.6,331.9,-22.5,3.697,3.681,35,33,17.86,53.68
9133364,2.02E+13,39.6,332.1,-22.5,3.697,3.682,35,33,17.87,53.73
1480355,2.02E+13,39.6,332.1,-22.5,3.696,3.681,35,33,17.89,53.8
8603180,2.02E+13,39.6,332.1,-22.5,3.696,3.681,35,33,17.91,53.85
9800105,2.02E+13,39.6,332.1,-22.5,3.697,3.681,35,33,17.93,53.89
3042067,2.02E+13,39.6,332.1,-22.5,3.696,3.682,35,33,17.94,53.94
9321489,2.02E+13,39.6,332.1,-22.5,3.697,3.682,35,33,17.96,53.99
4558412,2.02E+13,39.6,332.1,-22.5,3.698,3.683,35,33,17.98,54.05
3684429,2.02E+13,39.6,332.1,-22.5,3.696,3.682,35,33,17.99,54.1
9125301,2.02E+13,39.6,332.2,-22.5,3.697,3.682,35,33,18.01,54.15
9958954,2.02E+13,40,332.1,-22.5,3.698,3.682,35,33,18.03,54.2
1074699,2.02E+13,40,332.1,-22.5,3.697,3.682,35,33,18.04,54.25
6294798,2.02E+13,40,332.1,-22.5,3.697,3.682,35,33,18.06,54.3
4109262,2.02E+13,40,332.1,-22.5,3.697,3.682,35,33,18.08,54.36
2671816,2.02E+13,40,332.2,-22.5,3.698,3.682,35,33,18.1,54.41
6367170,2.02E+13,40,332.2,-22.5,3.698,3.683,35,33,18.11,54.46
1255791,2.02E+13,40,332.2,-22.5,3.699,3.684,35,33,18.13,54.51
8889678,2.02E+13,40,332.2,-22.5,3.699,3.684,35,33,18.15,54.56
3985909,2.02E+13,40,332.2,-22.5,3.698,3.684,35,33,18.17,54.61
4285519,2.02E+13,40,332.2,-22.5,3.699,3.684,35,33,18.18,54.66
7542435,2.02E+13,40,332.2,-22.5,3.699,3.684,35,33,18.19,54.71
4506145,2.02E+13,40.4,332.2,-22.5,3.7,3.684,35,33,18.22,54.76
5569374,2.02E+13,40.4,332.4,-22.5,3.699,3.684,35,33,18.23,54.81
9585613,2.02E+13,40.4,332.2,-22.5,3.7,3.684,35,33,18.24,54.86
6230955,2.02E+13,40.4,332.4,-22.5,3.699,3.684,35,33,18.27,54.93
1375196,2.02E+13,40.4,332.4,-22.5,3.699,3.685,35,33,18.29,54.98
4110012,2.02E+13,40.4,332.4,-22.5,3.701,3.685,35,33,18.3,55.03
3502017,2.02E+13,40.4,332.4,-22.5,3.7,3.685,35,33,18.32,55.08
8700916,2.02E+13,40.4,332.4,-22.5,3.7,3.685,35,33,18.34,55.13
5946026,2.02E+13,40.4,332.4,-22.5,3.7,3.685,35,33,18.35,55.18
6524983,2.02E+13,40.4,332.4,-22.5,3.7,3.686,35,33,18.37,55.25
9090272,2.02E+13,40.8,332.4,-22.5,3.701,3.686,35,33,18.39,55.3
8062806,2.02E+13,40.8,332.4,-22.5,3.701,3.685,35,33,18.4,55.32
7275549,2.02E+13,40.8,332.4,-22.5,3.7,3.686,35,33,18.42,55.37
8346420,2.02E+13,40.8,332.4,-22.5,3.702,3.686,35,33,18.44,55.45
6978159,2.02E+13,40.8,332.4,-22.5,3.701,3.685,35,33,18.46,55.49
3697867,2.02E+13,40.8,332.4,-22.5,3.702,3.686,35,33,18.47,55.54
7809291,2.02E+13,40.8,332.5,-22.5,3.702,3.686,35,33,18.49,55.59
5452927,2.02E+13,40.8,332.5,-22.5,3.702,3.686,35,33,18.51,55.64
6994949,2.02E+13,40.8,332.5,-22.5,3.702,3.687,35,33,18.53,55.71
8465670,2.02E+13,40.8,332.5,-22.5,3.702,3.686,35,33,18.55,55.76
9714809,2.02E+13,40.8,332.5,-22.5,3.702,3.687,35,33,18.56,55.81
9149431,2.02E+13,41.2,332.5,-22.5,3.704,3.687,35,33,18.58,55.86
5978815,2.02E+13,41.2,332.7,-22.5,3.703,3.687,35,33,18.6,55.91
4124524,2.02E+13,41.2,332.5,-22.5,3.702,3.687,35,33,18.61,55.96
1404956,2.02E+13,41.2,332.7,-22.5,3.703,3.687,35,33,18.63,56.01
2238543,2.02E+13,41.2,332.7,-22.5,3.703,3.687,35,33,18.65,56.06
5038957,2.02E+13,41.2,332.5,-22.5,3.704,3.687,35,33,18.66,56.11
7066893,2.02E+13,41.2,332.7,-22.5,3.703,3.687,35,33,18.68,56.16
9207150,2.02E+13,41.2,332.7,-22.5,3.704,3.688,35,33,18.7,56.21
6251729,2.02E+13,41.2,332.7,-22.5,3.704,3.688,35,33,18.72,56.27
4899209,2.02E+13,41.2,332.7,-22.5,3.704,3.688,35,33,18.73,56.32
6621911,2.02E+13,41.6,332.7,-22.5,3.704,3.688,35,33,18.75,56.37
5637687,2.02E+13,41.6,332.7,-22.5,3.704,3.689,35,33,18.77,56.42
2107960,2.02E+13,41.6,332.8,-22.5,3.705,3.689,35,33,18.78,56.47
2533094,2.02E+13,41.6,332.7,-22.5,3.704,3.689,35,33,18.8,56.52
1560322,2.02E+13,41.6,332.7,-22.5,3.705,3.689,35,33,18.82,56.58
2733475,2.02E+13,41.6,332.8,-22.5,3.706,3.69,35,33,18.83,56.63
4267415,2.02E+13,41.6,332.7,-22.5,3.705,3.689,35,33,18.85,56.68
7933206,2.02E+13,41.6,332.8,-22.5,3.705,3.689,35,33,18.87,56.73
7335594,2.02E+13,41.6,332.8,-22.5,3.706,3.689,35,33,18.89,56.79
3967963,2.02E+13,41.6,332.8,-22.5,3.706,3.69,35,33,18.91,56.84
6415647,2.02E+13,41.6,332.8,-22.5,3.706,3.69,35,33,18.92,56.89
4671482,2.02E+13,42,332.8,-22.5,3.706,3.689,35,33,18.94,56.94
4611175,2.02E+13,42,332.8,-22.5,3.706,3.69,35,33,18.96,56.99
2791340,2.02E+13,42,333,-22.5,3.706,3.69,35,33,18.97,57.04
9997392,2.02E+13,42,332.8,-22.5,3.706,3.69,35,33,18.99,57.09
6909514,2.02E+13,42,333,-22.5,3.707,3.69,35,33,19.01,57.14
4995811,2.02E+13,42,332.8,-22.5,3.707,3.691,35,33,19.02,57.19
2688677,2.02E+13,42,333,-22.5,3.707,3.691,35,33,19.03,57.24
3212249,2.02E+13,42,333,-22.5,3.707,3.69,35,33,19.06,57.31
5672536,2.02E+13,42,333,-22.5,3.708,3.691,35,33,19.08,57.35
1212238,2.02E+13,42,333,-22.5,3.708,3.691,35,33,19.09,57.4
9815833,2.02E+13,42.4,333,-22.5,3.708,3.692,35,33,19.11,57.45
8133539,2.02E+13,42.4,333,-22.5,3.708,3.692,35,33,19.13,57.5
2387693,2.02E+13,42.4,333,-22.5,3.708,3.692,35,33,19.14,57.55
6471451,2.02E+13,42.4,333.2,-22.5,3.708,3.692,35,33,19.16,57.6
4490531,2.02E+13,42.4,333,-22.5,3.709,3.692,35,33,19.18,57.65
3277106,2.02E+13,42.4,333.2,-22.5,3.709,3.692,35,33,19.19,57.7
9129938,2.02E+13,42.4,333.2,-22.5,3.709,3.692,35,33,19.21,57.77
1336855,2.02E+13,42.4,333.2,-22.5,3.709,3.693,35,33,19.23,57.82
2676045,2.02E+13,42.4,333.2,-22.5,3.709,3.692,35,33,19.25,57.87
6025557,2.02E+13,42.4,333.2,-22.5,3.71,3.693,35,33,19.26,57.92
1718597,2.02E+13,42.4,333.2,-22.5,3.71,3.693,35,33,19.28,57.97
2031717,2.02E+13,42.8,333.2,-22.5,3.71,3.693,35,33,19.3,58.02
1690867,2.02E+13,42.8,333.3,-22.5,3.71,3.693,35,33,19.32,58.07
8858751,2.02E+13,42.8,333.2,-22.5,3.711,3.693,35,33,19.33,58.12
1658726,2.02E+13,42.8,333.3,-22.5,3.711,3.693,35,33,19.35,58.17
8528273,2.02E+13,42.8,333.3,-22.5,3.71,3.693,35,33,19.37,58.24
4579191,2.02E+13,42.8,333.3,-22.5,3.71,3.694,35,33,19.39,58.29
5700496,2.02E+13,42.8,333.3,-22.5,3.711,3.694,35,33,19.4,58.34
8667580,2.02E+13,42.8,333.3,-22.5,3.711,3.695,35,33,19.42,58.39
6724987,2.02E+13,42.8,333.3,-22.5,3.712,3.694,35,33,19.44,58.44
2173547,2.02E+13,42.8,333.3,-22.5,3.711,3.694,35,33,19.45,58.49
8775911,2.02E+13,42.8,333.3,-22.5,3.712,3.694,35,33,19.47,58.54
6807814,2.02E+13,43.2,333.5,-22.5,3.712,3.695,35,33,19.49,58.59
5825584,2.02E+13,43.2,333.5,-22.5,3.711,3.694,35,33,19.5,58.64
5829577,2.02E+13,43.2,333.5,-22.5,3.712,3.695,35,33,19.52,58.7
8285213,2.02E+13,43.2,333.5,-22.5,3.712,3.695,35,33,19.54,58.75
7416366,2.02E+13,43.2,333.5,-22.5,3.712,3.696,35,33,19.56,58.8
1750255,2.02E+13,43.2,333.5,-22.5,3.713,3.695,35,33,19.57,58.85
2414250,2.02E+13,43.2,333.6,-22.5,3.713,3.696,35,33,19.59,58.9
1357616,2.02E+13,43.2,333.5,-22.5,3.713,3.695,35,33,19.61,58.95
8245844,2.02E+13,43.2,333.5,-22.5,3.713,3.697,35,33,19.62,59
8617674,2.02E+13,43.2,333.6,-22.5,3.713,3.696,35,33,19.64,59.05
3200104,2.02E+13,43.6,333.5,-22.5,3.714,3.697,35,33,19.66,59.1
2700843,2.02E+13,43.6,333.6,-22.5,3.714,3.697,35,33,19.68,59.17
9373884,2.02E+13,43.6,333.6,-22.5,3.714,3.696,35,33,19.7,59.21
3117909,2.02E+13,43.6,333.6,-22.5,3.714,3.696,35,33,19.71,59.26
7233969,2.02E+13,43.6,333.6,-22.5,3.714,3.697,35,33,19.73,59.31
2872999,2.02E+13,43.6,333.6,-22.5,3.714,3.697,36,33,19.75,59.36
3588242,2.02E+13,43.6,333.6,-22.5,3.715,3.697,36,34,19.76,59.41
1601383,2.02E+13,43.6,333.6,-22.5,3.715,3.698,36,34,19.78,59.46
3735507,2.02E+13,43.6,333.8,-22.5,3.715,3.698,36,34,19.8,59.51
1407127,2.02E+13,43.6,333.6,-22.5,3.715,3.697,36,33,19.82,59.58
3059243,2.02E+13,43.6,333.6,-22.5,3.715,3.698,36,34,19.83,59.63
9618511,2.02E+13,44,333.8,-22.5,3.716,3.698,36,34,19.85,59.68
2972699,2.02E+13,44,333.8,-22.5,3.716,3.699,36,34,19.87,59.73
6062971,2.02E+13,44,333.8,-22.5,3.716,3.698,36,34,19.88,59.78
6851120,2.02E+13,44,333.8,-22.5,3.716,3.699,36,34,19.9,59.83
8386846,2.02E+13,44,333.8,-22.5,3.717,3.699,36,34,19.92,59.88
7132173,2.02E+13,44,333.8,-22.5,3.717,3.698,36,34,19.93,59.93
6439910,2.02E+13,44,333.8,-22.5,3.717,3.699,36,34,19.95,59.98
7457011,2.02E+13,44,333.8,-22.5,3.718,3.7,36,34,19.97,60.05
9527421,2.02E+13,44,333.9,-22.5,3.717,3.7,36,34,19.99,60.1
9896500,2.02E+13,44,333.9,-22.5,3.718,3.7,36,34,20.01,60.15
5989562,2.02E+13,44.4,333.9,-22.5,3.717,3.699,36,34,20.02,60.2
6884824,2.02E+13,44.4,333.9,-22.5,3.717,3.7,36,34,20.04,60.25
6023290,2.02E+13,44.4,333.9,-22.5,3.718,3.7,36,34,20.06,60.31
6423844,2.02E+13,44.4,333.9,-22.5,3.718,3.7,36,34,20.07,60.35
3857488,2.02E+13,44.4,333.9,-22.5,3.718,3.7,36,34,20.09,60.41
8743977,2.02E+13,44.4,334.1,-22.5,3.719,3.7,36,34,20.11,60.46
4279497,2.02E+13,44.4,333.9,-22.5,3.719,3.7,36,34,20.13,60.51
5045295,2.02E+13,44.4,334.1,-22.5,3.72,3.701,36,34,20.14,60.56
9880417,2.02E+13,44.4,334.1,-22.5,3.719,3.701,36,34,20.16,60.61
6805893,2.02E+13,44.4,334.1,-22.5,3.72,3.701,36,34,20.18,60.66
1110654,2.02E+13,44.4,334.1,-22.5,3.72,3.702,36,34,20.19,60.72
3233105,2.02E+13,44.8,334.1,-22.5,3.721,3.701,36,34,20.21,60.78
6226785,2.02E+13,44.8,334.1,-22.5,3.72,3.702,36,34,20.24,60.83
3832752,2.02E+13,44.8,334.1,-22.5,3.721,3.702,36,34,20.25,60.88
8334038,2.02E+13,44.8,334.1,-22.5,3.72,3.702,36,34,20.26,60.93
3545322,2.02E+13,44.8,334.2,-22.5,3.721,3.703,36,34,20.29,60.98
1843168,2.02E+13,44.8,334.2,-22.5,3.722,3.703,36,34,20.3,61.03
4142358,2.02E+13,44.8,334.2,-22.5,3.722,3.703,36,34,20.31,61.07
8557649,2.02E+13,44.8,334.2,-22.5,3.722,3.703,36,34,20.33,61.12
5451498,2.02E+13,44.8,334.2,-22.5,3.722,3.703,36,34,20.36,61.2
4250277,2.02E+13,44.8,334.2,-22.5,3.722,3.703,36,34,20.37,61.25
8769669,2.02E+13,45.2,334.2,-22.5,3.722,3.703,36,34,20.39,61.3
5967021,2.02E+13,45.2,334.2,-22.5,3.722,3.703,36,34,20.4,61.34
5204762,2.02E+13,45.2,334.4,-22.5,3.724,3.704,36,34,20.43,61.41
2917209,2.02E+13,45.2,334.4,-22.5,3.723,3.704,36,34,20.44,61.46
5394131,2.02E+13,45.2,334.4,-22.5,3.723,3.704,36,34,20.46,61.51
3787349,2.02E+13,45.2,334.4,-22.5,3.723,3.704,36,34,20.47,61.56
2748453,2.02E+13,45.2,334.4,-22.5,3.724,3.705,36,34,20.49,61.61
9797634,2.02E+13,45.2,334.4,-22.5,3.723,3.705,36,34,20.51,61.66
5531772,2.02E+13,45.2,334.4,-22.5,3.724,3.705,36,34,20.52,61.71
7785588,2.02E+13,45.2,334.6,-22.5,3.724,3.704,36,34,20.54,61.76
2369739,2.02E+13,45.6,334.6,-22.5,3.724,3.706,36,34,20.56,61.81
9713675,2.02E+13,45.6,334.6,-22.5,3.725,3.706,36,34,20.58,61.87
3373978,2.02E+13,45.6,334.6,-22.5,3.725,3.705,36,34,20.59,61.92
5478194,2.02E+13,45.6,334.6,-22.5,3.725,3.705,36,34,20.62,61.97
2623814,2.02E+13,45.6,334.6,-22.5,3.725,3.707,36,34,20.63,62.02
8410552,2.02E+13,45.6,334.6,-22.5,3.726,3.706,36,34,20.65,62.1
8571933,2.02E+13,45.6,334.6,-22.5,3.726,3.705,36,34,20.67,62.12
9439604,2.02E+13,45.6,334.6,-22.5,3.726,3.706,36,34,20.68,62.17
5330202,2.02E+13,45.6,334.7,-22.5,3.726,3.706,36,34,20.7,62.22
1256513,2.02E+13,45.6,334.7,-22.5,3.727,3.707,36,34,20.72,62.29
1759817,2.02E+13,45.6,334.7,-22.5,3.726,3.707,36,34,20.74,62.34
5268132,2.02E+13,46,334.7,-22.5,3.726,3.708,36,34,20.75,62.39
8298812,2.02E+13,46,334.7,-22.5,3.727,3.707,36,34,20.77,62.44
7893802,2.02E+13,46,334.7,-22.5,3.727,3.708,36,34,20.79,62.5
6344803,2.02E+13,46,334.9,-22.5,3.726,3.707,36,34,20.81,62.56
6841926,2.02E+13,46,334.7,-22.5,3.728,3.708,36,34,20.82,62.61
6675184,2.02E+13,46,334.7,-22.5,3.728,3.708,36,34,20.84,62.66
1619067,2.02E+13,46,334.9,-22.5,3.728,3.708,36,34,20.86,62.71
3139818,2.02E+13,46,334.9,-22.5,3.729,3.71,36,34,20.88,62.77
4154424,2.02E+13,46,334.9,-22.5,3.729,3.709,36,34,20.89,62.81
3561535,2.02E+13,46,334.9,-22.5,3.729,3.709,36,34,20.91,62.87
6913472,2.02E+13,46.4,334.9,-22.5,3.729,3.709,36,34,20.93,62.92
3307095,2.02E+13,46.4,334.9,-22.5,3.729,3.71,36,34,20.95,62.97
2857338,2.02E+13,46.4,334.9,-22.5,3.73,3.709,36,34,20.96,63.02
3142998,2.02E+13,46.4,335,-22.5,3.73,3.71,36,34,20.98,63.07
3917056,2.02E+13,46.4,334.9,-22.5,3.73,3.71,36,34,21,63.14
2179276,2.02E+13,46.4,335,-22.5,3.73,3.71,36,34,21.02,63.19
1708592,2.02E+13,46.4,334.9,-22.5,3.731,3.71,36,34,21.03,63.24
4095785,2.02E+13,46.4,335,-22.5,3.731,3.71,36,34,21.05,63.29
9509605,2.02E+13,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.35
5444734,2.02E+13,46.4,335,-22.5,3.731,3.711,36,34,21.08,63.39
5044762,2.02E+13,46.8,335.2,-22.5,3.732,3.712,36,34,21.1,63.45
5298764,2.02E+13,46.8,335.2,-22.5,3.732,3.711,36,34,21.12,63.5
4626003,2.02E+13,46.8,335.2,-22.5,3.732,3.711,36,34,21.14,63.55
1694224,2.02E+13,46.8,335.2,-22.5,3.733,3.711,36,34,21.16,63.6
5709799,2.02E+13,46.8,335.2,-22.5,3.733,3.712,36,34,21.17,63.65
5725046,2.02E+13,46.8,335.2,-22.5,3.732,3.712,36,34,21.19,63.72
6264625,2.02E+13,46.8,335.2,-22.5,3.733,3.712,36,34,21.21,63.77
6186658,2.02E+13,46.8,335.3,-22.5,3.733,3.711,36,34,21.23,63.82
4354267,2.02E+13,46.8,335.2,-22.5,3.734,3.713,36,34,21.24,63.87
5217499,2.02E+13,46.8,335.3,-22.5,3.734,3.713,36,34,21.26,63.94
9654115,2.02E+13,46.8,335.3,-22.5,3.734,3.713,36,34,21.28,63.99
6308629,2.02E+13,47.2,335.3,-22.5,3.734,3.713,36,34,21.3,64.04
8330681,2.02E+13,47.2,335.3,-22.5,3.735,3.713,36,34,21.31,64.09
7237024,2.02E+13,47.2,335.3,-22.5,3.734,3.713,36,34,21.33,64.14
7768340,2.02E+13,47.2,335.5,-22.5,3.736,3.715,36,34,21.35,64.18999
2877984,2.02E+13,47.2,335.5,-22.5,3.736,3.714,36,34,21.36,64.24
1497996,2.02E+13,47.2,335.5,-22.5,3.736,3.714,36,34,21.39,64.3
3166684,2.02E+13,47.2,335.5,-22.5,3.737,3.715,36,34,21.41,64.35
6834846,2.02E+13,47.2,335.5,-22.5,3.736,3.714,36,34,21.43,64.42
4354197,2.02E+13,47.2,335.5,-22.5,3.736,3.714,36,34,21.44,64.47
5831697,2.02E+13,47.2,335.5,-22.5,3.737,3.715,36,34,21.46,64.52
3655295,2.02E+13,47.6,335.7,-22.5,3.737,3.715,36,34,21.48,64.57
9004691,2.02E+13,47.6,335.5,-22.5,3.737,3.716,36,34,21.49,64.62
1044216,2.02E+13,47.6,335.7,-22.5,3.738,3.715,36,34,21.51,64.67
9465843,2.02E+13,47.6,335.7,-22.5,3.738,3.716,36,34,21.53,64.72
2963572,2.02E+13,47.6,335.7,-22.5,3.738,3.716,36,34,21.55,64.78
9013018,2.02E+13,47.6,335.7,-22.5,3.739,3.716,36,34,21.56,64.83
1687523,2.02E+13,47.6,335.7,-22.5,3.738,3.716,36,34,21.58,64.88
5485294,2.02E+13,47.6,335.8,-22.5,3.739,3.716,36,34,21.6,64.95
1800903,2.02E+13,47.6,335.8,-22.5,3.74,3.716,36,34,21.62,65
8873445,2.02E+13,47.6,335.8,-22.5,3.74,3.717,36,34,21.64,65.05
6171272,2.02E+13,48,335.8,-22.5,3.74,3.718,36,34,21.65,65.1
8074367,2.02E+13,48,335.8,-22.5,3.74,3.717,36,34,21.67,65.16
9458057,2.02E+13,48,335.8,-22.5,3.741,3.718,36,34,21.69,65.21
4489591,2.02E+13,48,336,-22.5,3.741,3.718,36,34,21.71,65.26
3366302,2.02E+13,48,335.8,-22.5,3.74,3.718,36,34,21.72,65.32
4596442,2.02E+13,48,336,-22.5,3.742,3.718,36,34,21.74,65.37
7017207,2.02E+13,48,336,-22.5,3.742,3.719,36,34,21.76,65.42
9531439,2.02E+13,48,336,-22.5,3.742,3.719,36,34,21.78,65.48
4756166,2.02E+13,48,336,-22.5,3.742,3.719,36,34,21.79,65.53
2290411,2.02E+13,48,336.1,-22.5,3.742,3.719,36,34,21.82,65.58
1957117,2.02E+13,48.4,336,-22.5,3.743,3.719,36,34,21.84,65.65
8845048,2.02E+13,48.4,336.1,-22.5,3.744,3.719,36,34,21.85,65.7
6838969,2.02E+13,48.4,336.1,-22.5,3.743,3.72,36,34,21.87,65.75
1609567,2.02E+13,48.4,336.1,-22.5,3.743,3.721,36,34,21.89,65.8
2591573,2.02E+13,48.4,336.1,-22.5,3.744,3.72,36,34,21.9,65.85
3519738,2.02E+13,48.4,336.3,-22.5,3.744,3.72,36,34,21.92,65.91
8950369,2.02E+13,48.4,336.1,-22.5,3.745,3.721,36,34,21.94,65.95
8001601,2.02E+13,48.4,336.1,-22.5,3.744,3.721,36,34,21.96,66.01
7682158,2.02E+13,48.4,336.3,-22.5,3.745,3.721,36,34,21.97,66.06
8716416,2.02E+13,48.4,336.3,-22.5,3.745,3.722,36,34,22,66.13
2230641,2.02E+13,48.8,336.3,-22.5,3.746,3.722,36,34,22.01,66.18
4758378,2.02E+13,48.8,336.4,-22.5,3.746,3.722,36,34,22.03,66.23
1797414,2.02E+13,48.8,336.4,-22.5,3.747,3.722,36,34,22.05,66.28
2458241,2.02E+13,48.8,336.4,-22.5,3.747,3.723,36,34,22.07,66.35
8836643,2.02E+13,48.8,336.4,-22.5,3.747,3.723,36,34,22.08,66.39
4498101,2.02E+13,48.8,336.4,-22.5,3.747,3.723,36,34,22.1,66.43999
9043357,2.02E+13,48.8,336.4,-22.5,3.748,3.723,36,34,22.12,66.49
6920453,2.02E+13,48.8,336.6,-22.5,3.747,3.723,36,34,22.13,66.54
7063831,2.02E+13,48.8,336.6,-22.5,3.748,3.724,36,34,22.15,66.59
5142750,2.02E+13,48.8,336.6,-22.5,3.748,3.724,36,34,22.17,66.64
4248896,2.02E+13,48.8,336.6,-22.5,3.749,3.724,36,34,22.19,66.71
5029552,2.02E+13,49.2,336.6,-22.5,3.75,3.725,36,34,22.2,66.76
4151352,2.02E+13,49.2,336.6,-22.5,3.749,3.725,36,34,22.23,66.81
3643530,2.02E+13,49.2,336.6,-22.5,3.75,3.725,36,34,22.25,66.88
8043707,2.02E+13,49.2,336.8,-22.5,3.751,3.725,36,34,22.26,66.93
3487896,2.02E+13,49.2,336.8,-22.5,3.751,3.725,36,34,22.28,66.98
1148980,2.02E+13,49.2,336.8,-22.5,3.751,3.726,36,34,22.3,67.03
6799802,2.02E+13,49.2,336.9,-22.5,3.752,3.725,36,34,22.32,67.1
2500257,2.02E+13,49.2,336.9,-22.5,3.752,3.726,36,34,22.33,67.15
7771167,2.02E+13,49.2,336.9,-22.5,3.752,3.726,36,34,22.35,67.18999
9543932,2.02E+13,49.2,336.9,-22.5,3.753,3.727,36,34,22.37,67.24
9851741,2.02E+13,49.6,337.1,-22.5,3.752,3.727,36,34,22.38,67.29
4852971,2.02E+13,49.6,336.9,-22.5,3.753,3.727,36,34,22.41,67.36
6431779,2.02E+13,49.6,337.1,-22.5,3.753,3.727,36,34,22.42,67.41
7870286,2.02E+13,49.6,337.1,-22.5,3.754,3.728,36,34,22.44,67.46
3934620,2.02E+13,49.6,337.1,-22.5,3.755,3.728,36,34,22.46,67.51
6946940,2.02E+13,49.6,337.1,-22.5,3.755,3.728,36,34,22.48,67.58
2850132,2.02E+13,49.6,337.2,-22.5,3.756,3.729,36,34,22.49,67.63
1800956,2.02E+13,49.6,337.2,-22.5,3.756,3.728,36,34,22.51,67.68
5134843,2.02E+13,49.6,337.2,-22.5,3.755,3.729,36,34,22.53,67.72
1371649,2.02E+13,49.6,337.2,-22.5,3.756,3.729,36,34,22.55,67.79
2743739,2.02E+13,50,337.2,-22.5,3.756,3.729,36,34,22.56,67.82
9558899,2.02E+13,50,337.4,-22.5,3.757,3.73,36,34,22.59,67.9
4518580,2.02E+13,50,337.2,-22.5,3.757,3.729,36,34,22.6,67.95
5473938,2.02E+13,50,337.4,-22.5,3.758,3.729,36,34,22.62,68.01
8465242,2.02E+13,50,337.4,-22.5,3.758,3.73,36,34,22.64,68.06
