esd,record_time,soc,pack_voltage (V),charge_current (A),max_cell_voltage (V),min_cell_voltage (V),max_temperature (℃),min_temperature (℃),available_energy (kw),available_capacity (Ah)
5467486,2.02E+13,50,337.4,-22.5,3.758,3.731,36,34,22.66,68.11
3314093,2.02E+13,50,337.4,-22.5,3.759,3.731,36,34,22.67,68.16
2013313,2.02E+13,50,337.5,-22.5,3.759,3.731,36,34,22.69,68.21
3493741,2.02E+13,50,337.5,-22.5,3.759,3.732,36,34,22.71,68.28
2175508,2.02E+13,50,337.5,-22.5,3.76,3.732,36,34,22.73,68.33
9747169,2.02E+13,50.4,337.5,-22.5,3.76,3.733,36,34,22.74,68.38
3906854,2.02E+13,50.4,337.7,-22.5,3.76,3.733,36,34,22.76,68.43
3628825,2.02E+13,50.4,337.7,-22.5,3.761,3.733,36,34,22.77,68.48
6002878,2.02E+13,50.4,337.7,-22.5,3.761,3.733,36,34,22.8,68.54
3627380,2.02E+13,50.4,337.7,-22.5,3.761,3.733,36,34,22.82,68.59
2345110,2.02E+13,50.4,337.8,-22.5,3.762,3.733,36,34,22.84,68.66
8530317,2.02E+13,50.4,337.8,-22.5,3.762,3.734,36,34,22.85,68.71
2105829,2.02E+13,50.4,337.8,-22.5,3.763,3.733,36,34,22.87,68.76
3007055,2.02E+13,50.4,337.8,-22.5,3.763,3.735,36,34,22.89,68.81
5766631,2.02E+13,50.4,337.8,-22.5,3.764,3.734,36,34,22.91,68.87
7091950,2.02E+13,50.8,338,-22.5,3.764,3.735,36,34,22.92,68.92
9403374,2.02E+13,50.8,338,-22.5,3.764,3.735,36,34,22.94,68.97
3164433,2.02E+13,50.8,338,-22.5,3.765,3.735,36,34,22.96,69.02
5533528,2.02E+13,50.8,338,-22.5,3.765,3.736,36,34,22.97,69.07
9025610,2.02E+13,50.8,338,-22.5,3.766,3.735,36,34,23,69.14
8351543,2.02E+13,50.8,338.2,-22.5,3.766,3.737,36,34,23.02,69.18999
6373087,2.02E+13,50.8,338.2,-22.5,3.766,3.737,36,34,23.03,69.24
2237194,2.02E+13,50.8,338.2,-22.5,3.767,3.737,36,34,23.05,69.29
3241295,2.02E+13,50.8,338.2,-22.5,3.766,3.737,36,34,23.07,69.35
9443480,2.02E+13,50.8,338.2,-22.5,3.767,3.738,36,34,23.09,69.4
7014331,2.02E+13,51.2,338.3,-22.5,3.767,3.738,36,34,23.1,69.46
2985212,2.02E+13,51.2,338.3,-22.5,3.768,3.738,36,34,23.12,69.51
4519586,2.02E+13,51.2,338.3,-22.5,3.768,3.738,36,34,23.14,69.57
6746115,2.02E+13,51.2,338.5,-22.5,3.769,3.739,36,34,23.16,69.62
3945976,2.02E+13,51.2,338.5,-22.5,3.768,3.739,36,34,23.17,69.67
3384224,2.02E+13,51.2,338.5,-22.5,3.769,3.739,36,34,23.2,69.74
8987344,2.02E+13,51.2,338.5,-22.5,3.77,3.74,36,34,23.21,69.79
7280874,2.02E+13,51.2,338.6,-22.5,3.769,3.74,36,34,23.23,69.84
8920343,2.02E+13,51.2,338.6,-22.5,3.77,3.74,36,34,23.25,69.89
5658049,2.02E+13,51.2,338.6,-22.5,3.771,3.74,36,34,23.26,69.93999
8601621,2.02E+13,51.6,338.6,-22.5,3.771,3.741,36,34,23.28,69.99
3738844,2.02E+13,51.6,338.6,-22.5,3.772,3.741,36,34,23.3,70.05
5172247,2.02E+13,51.6,338.8,-22.5,3.771,3.742,36,34,23.32,70.1
6410992,2.02E+13,51.6,338.8,-22.5,3.772,3.742,36,34,23.33,70.15
3798253,2.02E+13,51.6,338.8,-22.5,3.773,3.743,36,34,23.35,70.2
4718933,2.02E+13,51.6,338.8,-22.5,3.773,3.742,36,34,23.38,70.27
5991072,2.02E+13,51.6,338.8,-22.5,3.774,3.743,36,34,23.39,70.32
1282283,2.02E+13,51.6,338.8,-22.5,3.774,3.743,36,34,23.4,70.37
5533488,2.02E+13,51.6,338.9,-22.5,3.774,3.744,36,34,23.42,70.42
2124425,2.02E+13,51.6,338.9,-22.5,3.774,3.743,36,34,23.44,70.47
9130727,2.02E+13,52,338.9,-22.5,3.775,3.744,36,34,23.46,70.53
6900922,2.02E+13,52,339.1,-22.5,3.776,3.744,36,34,23.48,70.58
8020746,2.02E+13,52,339.1,-22.5,3.775,3.745,36,34,23.49,70.63
5240328,2.02E+13,52,339.1,-22.5,3.776,3.745,36,34,23.51,70.68
2682332,2.02E+13,52,339.1,-22.5,3.776,3.745,36,34,23.53,70.73
9676846,2.02E+13,52,339.1,-22.5,3.776,3.746,36,34,23.55,70.8
2473111,2.02E+13,52,339.3,-22.5,3.777,3.747,36,34,23.56,70.85
1188651,2.02E+13,52,339.3,-22.5,3.777,3.747,36,34,23.58,70.9
7635846,2.02E+13,52,339.3,-22.5,3.778,3.747,36,34,23.61,70.96
7088986,2.02E+13,52,339.3,-22.5,3.778,3.747,36,34,23.62,71.01
3818216,2.02E+13,52,339.3,-22.5,3.779,3.747,36,34,23.63,71.07
7302059,2.02E+13,52.4,339.4,-22.5,3.78,3.749,36,34,23.66,71.12
4502998,2.02E+13,52.4,339.4,-22.5,3.779,3.749,36,34,23.67,71.17
1785859,2.02E+13,52.4,339.4,-22.5,3.78,3.749,36,34,23.69,71.22
4254473,2.02E+13,52.4,339.4,-22.5,3.78,3.749,36,34,23.71,71.28
4473237,2.02E+13,52.4,339.6,-22.5,3.781,3.751,36,34,23.73,71.33
4926737,2.02E+13,52.4,339.6,-22.5,3.781,3.75,36,34,23.74,71.38
5523637,2.02E+13,52.4,339.6,-22.5,3.781,3.751,36,34,23.76,71.43
3652619,2.02E+13,52.4,339.6,-22.5,3.782,3.751,36,34,23.78,71.48
7558702,2.02E+13,52.4,339.6,-22.5,3.782,3.751,36,34,23.8,71.55
6757331,2.02E+13,52.4,339.7,-22.5,3.782,3.751,36,34,23.81,71.6
7097415,2.02E+13,52.8,339.7,-22.5,3.782,3.752,36,34,23.83,71.65
5652471,2.02E+13,52.8,339.7,-22.5,3.783,3.752,36,34,23.85,71.7
8716731,2.02E+13,52.8,339.7,-22.5,3.784,3.753,36,34,23.87,71.76
3391396,2.02E+13,52.8,339.7,-22.5,3.783,3.754,36,34,23.89,71.81
3679640,2.02E+13,52.8,339.9,-22.5,3.784,3.753,36,34,23.9,71.86
4496022,2.02E+13,52.8,339.9,-22.5,3.784,3.753,36,34,23.92,71.91
9979636,2.02E+13,52.8,339.9,-22.5,3.784,3.754,36,34,23.94,71.96
7654906,2.02E+13,52.8,339.9,-22.5,3.785,3.754,36,34,23.96,72.03
4563263,2.02E+13,52.8,339.9,-22.5,3.785,3.754,36,34,23.97,72.08
6423366,2.02E+13,52.8,339.9,-22.5,3.785,3.755,36,34,23.99,72.13
4309791,2.02E+13,53.2,339.9,-22.5,3.785,3.756,36,34,24.02,72.2
2953411,2.02E+13,53.2,340,-22.5,3.786,3.757,36,34,24.03,72.24
7377023,2.02E+13,53.2,340,-22.5,3.786,3.756,36,34,24.04,72.29
7575781,2.02E+13,53.2,340,-22.5,3.787,3.757,37,34,24.07,72.34
5990347,2.02E+13,53.2,340.2,-22.5,3.787,3.757,36,34,24.08,72.39
8423405,2.02E+13,53.2,340,-22.5,3.787,3.758,36,34,24.09,72.45
8629284,2.02E+13,53.2,340.2,-22.5,3.787,3.758,37,34,24.12,72.51
5091921,2.02E+13,53.2,340.2,-22.5,3.788,3.758,36,34,24.14,72.56
1370205,2.02E+13,53.2,340.3,-22.5,3.788,3.758,37,34,24.15,72.61
4324972,2.02E+13,53.2,340.2,-22.5,3.788,3.759,37,34,24.17,72.66
8494503,2.02E+13,53.6,340.3,-22.5,3.788,3.76,37,34,24.19,72.73
2988470,2.02E+13,53.6,340.3,-22.5,3.789,3.76,37,34,24.21,72.78
6167497,2.02E+13,53.6,340.3,-22.5,3.789,3.76,37,34,24.22,72.83
9144008,2.02E+13,53.6,340.3,-22.5,3.79,3.76,37,34,24.24,72.88
1259418,2.02E+13,53.6,340.3,-22.5,3.791,3.762,37,34,24.26,72.93
5650127,2.02E+13,53.6,340.3,-22.5,3.791,3.762,37,34,24.27,72.98
4452828,2.02E+13,53.6,340.5,-22.5,3.79,3.762,37,34,24.3,73.04
5961736,2.02E+13,53.6,340.5,-22.5,3.791,3.762,37,34,24.31,73.09
5462506,2.02E+13,53.6,340.5,-22.5,3.791,3.762,37,34,24.33,73.14
2839306,2.02E+13,53.6,340.5,-22.5,3.792,3.762,37,34,24.35,73.18999
5229883,2.02E+13,54,340.5,-22.5,3.791,3.763,37,34,24.36,73.24
8441796,2.02E+13,54,340.7,-22.5,3.792,3.764,37,34,24.38,73.29
1667840,2.02E+13,54,340.7,-22.5,3.793,3.764,37,34,24.4,73.36
9241199,2.02E+13,54,340.7,-22.5,3.793,3.764,37,34,24.42,73.41
1176746,2.02E+13,54,340.7,-22.5,3.794,3.765,37,34,24.43,73.46
5598631,2.02E+13,54,340.8,-22.5,3.794,3.766,37,34,24.45,73.51
3789801,2.02E+13,54,340.8,-22.5,3.793,3.766,37,34,24.48,73.57
9604154,2.02E+13,54,340.8,-22.5,3.794,3.766,37,34,24.49,73.62
8055607,2.02E+13,54,340.8,-22.5,3.795,3.767,37,34,24.5,73.67
6401143,2.02E+13,54,340.8,-22.5,3.795,3.767,37,34,24.53,73.72
4994078,2.02E+13,54,340.8,-22.5,3.795,3.767,37,34,24.54,73.77
9893223,2.02E+13,54.4,341,-22.5,3.795,3.767,37,34,24.55,73.83
7373911,2.02E+13,54.4,341,-22.5,3.795,3.767,37,34,24.58,73.89
4192050,2.02E+13,54.4,341,-22.5,3.797,3.768,37,34,24.6,73.93999
2738120,2.02E+13,54.4,341,-22.5,3.797,3.769,37,34,24.61,73.99
6453245,2.02E+13,54.4,341.1,-22.5,3.797,3.768,37,34,24.63,74.06
3527730,2.02E+13,54.4,341.1,-22.5,3.796,3.769,37,34,24.65,74.11
2259811,2.02E+13,54.4,341,-22.5,3.798,3.769,37,34,24.67,74.16
6101489,2.02E+13,54.4,341.1,-22.5,3.798,3.77,37,34,24.68,74.21
4707040,2.02E+13,54.4,341.1,-22.5,3.798,3.77,37,34,24.7,74.26
4618400,2.02E+13,54.4,341.1,-22.5,3.798,3.771,37,34,24.71,74.31
9468478,2.02E+13,54.8,341.1,-22.5,3.799,3.77,37,34,24.73,74.36
7041650,2.02E+13,54.8,341.1,-22.5,3.799,3.771,37,34,24.75,74.41
1937148,2.02E+13,54.8,341.3,-22.5,3.799,3.771,37,34,24.77,74.47
3773618,2.02E+13,54.8,341.1,-22.5,3.799,3.772,37,34,24.78,74.52
1525152,2.02E+13,54.8,341.3,-22.5,3.8,3.772,37,34,24.81,74.57
8342268,2.02E+13,54.8,341.3,-22.5,3.801,3.773,37,34,24.83,74.64
1702308,2.02E+13,54.8,341.3,-22.5,3.801,3.773,37,34,24.84,74.68999
8119987,2.02E+13,54.8,341.3,-22.5,3.801,3.774,37,34,24.86,74.74
3338989,2.02E+13,54.8,341.4,-22.5,3.801,3.774,37,34,24.88,74.79
5018261,2.02E+13,54.8,341.4,-22.5,3.802,3.774,37,34,24.89,74.84
8707001,2.02E+13,55.2,341.4,-22.5,3.802,3.774,37,34,24.91,74.89
9015332,2.02E+13,55.2,341.4,-22.5,3.802,3.775,37,34,24.93,74.93999
3828686,2.02E+13,55.2,341.6,-22.5,3.802,3.775,37,34,24.94,74.99
3486658,2.02E+13,55.2,341.4,-22.5,3.804,3.775,37,34,24.96,75.05
1560394,2.02E+13,55.2,341.6,-22.5,3.803,3.775,37,34,24.98,75.1
9260427,2.02E+13,55.2,341.6,-22.5,3.804,3.776,37,34,25,75.15
3388567,2.02E+13,55.2,341.6,-22.5,3.804,3.776,37,34,25.01,75.21
7147543,2.02E+13,55.2,341.6,-22.5,3.804,3.777,37,34,25.04,75.27
6547779,2.02E+13,55.2,341.8,-22.5,3.805,3.776,37,34,25.05,75.32
4732543,2.02E+13,55.2,341.8,-22.5,3.805,3.778,37,34,25.07,75.37
2476938,2.02E+13,55.2,341.8,-22.5,3.805,3.777,37,34,25.09,75.42
3049748,2.02E+13,55.6,341.8,-22.5,3.805,3.779,37,34,25.1,75.47
8882531,2.02E+13,55.6,341.8,-22.5,3.806,3.779,37,34,25.12,75.52
7169642,2.02E+13,55.6,341.8,-22.5,3.806,3.778,37,34,25.14,75.57
1882785,2.02E+13,55.6,341.8,-22.5,3.806,3.779,37,34,25.15,75.62
1522034,2.02E+13,55.6,341.9,-22.5,3.807,3.78,37,34,25.17,75.68999
5592430,2.02E+13,55.6,341.9,-22.5,3.807,3.781,37,34,25.19,75.74
9647623,2.02E+13,55.6,342.1,-22.5,3.807,3.781,37,34,25.21,75.79
4722553,2.02E+13,55.6,342.1,-22.5,3.807,3.781,37,34,25.22,75.84
5335618,2.02E+13,55.6,342.1,-22.5,3.808,3.781,37,34,25.24,75.89
1931708,2.02E+13,55.6,342.1,-22.5,3.808,3.781,37,34,25.27,75.95
8093393,2.02E+13,56,342.1,-22.5,3.809,3.781,37,34,25.28,76
1771257,2.02E+13,56,342.1,-22.5,3.808,3.781,37,34,25.29,76.04
8835732,2.02E+13,56,342.1,-22.5,3.809,3.782,37,34,25.32,76.1
8722416,2.02E+13,56,342.2,-22.5,3.809,3.783,37,34,25.33,76.15
9823595,2.02E+13,56,342.2,-22.5,3.81,3.783,37,34,25.35,76.2
9500005,2.02E+13,56,342.2,-22.5,3.81,3.783,37,34,25.36,76.25
9546064,2.02E+13,56,342.2,-22.5,3.81,3.783,37,34,25.39,76.32
3652743,2.02E+13,56,342.2,-22.5,3.81,3.784,37,34,25.4,76.37
7674161,2.02E+13,56,342.2,-22.5,3.811,3.784,37,34,25.42,76.42
4807955,2.02E+13,56,342.4,-22.5,3.811,3.784,37,34,25.43,76.47
5801353,2.02E+13,56.4,342.4,-22.5,3.812,3.785,37,34,25.45,76.52
3608695,2.02E+13,56.4,342.4,-22.5,3.812,3.785,37,34,25.47,76.57
2422173,2.02E+13,56.4,342.4,-22.5,3.812,3.785,37,34,25.48,76.62
8563849,2.02E+13,56.4,342.4,-22.5,3.812,3.786,37,34,25.5,76.67
8906924,2.02E+13,56.4,342.5,-22.5,3.813,3.786,37,34,25.52,76.72
9837972,2.02E+13,56.4,342.5,-22.5,3.813,3.787,37,34,25.53,76.75999
4260658,2.02E+13,56.4,342.5,-22.5,3.814,3.787,37,34,25.55,76.82
2902581,2.02E+13,56.4,342.5,-22.5,3.814,3.787,37,34,25.58,76.89
8196613,2.02E+13,56.4,342.7,-22.5,3.815,3.788,37,34,25.59,76.93999
4900387,2.02E+13,56.4,342.7,-22.5,3.814,3.787,37,34,25.6,76.99
7890093,2.02E+13,56.4,342.7,-22.5,3.816,3.788,37,34,25.63,77.03
7498622,2.02E+13,56.8,342.7,-22.5,3.815,3.788,37,35,25.64,77.08
7737051,2.02E+13,56.8,342.7,-22.5,3.816,3.788,37,34,25.66,77.15
7906023,2.02E+13,56.8,342.7,-22.5,3.816,3.789,37,35,25.68,77.2
7167026,2.02E+13,56.8,342.8,-22.5,3.816,3.789,37,35,25.7,77.25
6606545,2.02E+13,56.8,342.7,-22.5,3.816,3.789,37,34,25.7,77.28
3827046,2.02E+13,56.8,342.8,-22.5,3.817,3.79,37,35,25.73,77.35
2681193,2.02E+13,56.8,342.8,-22.5,3.817,3.79,37,35,25.75,77.4
7664535,2.02E+13,56.8,343,-22.5,3.818,3.79,37,35,25.76,77.45
9564438,2.02E+13,56.8,342.8,-22.5,3.818,3.791,37,35,25.78,77.5
6416495,2.02E+13,56.8,343,-22.5,3.819,3.791,37,35,25.79,77.55
8480427,2.02E+13,57.2,343,-22.5,3.819,3.791,37,35,25.81,77.6
6260147,2.02E+13,57.2,343,-22.5,3.819,3.792,37,34,25.83,77.65
9538898,2.02E+13,57.2,343,-22.5,3.819,3.792,37,35,25.85,77.71
2721339,2.02E+13,57.2,343,-22.5,3.82,3.792,37,35,25.86,77.75999
3387884,2.02E+13,57.2,343,-22.5,3.82,3.792,37,35,25.88,77.81
2372033,2.02E+13,57.2,343.2,-22.5,3.82,3.793,37,35,25.9,77.86
3004619,2.02E+13,57.2,343.2,-22.5,3.82,3.793,37,35,25.91,77.91
7999768,2.02E+13,57.2,343.2,-22.5,3.821,3.794,37,35,25.93,77.97
6823776,2.02E+13,57.2,343.2,-22.5,3.822,3.794,37,35,25.95,78.02
3040466,2.02E+13,57.2,343.3,-22.5,3.822,3.794,37,35,25.96,78.07
8286505,2.02E+13,57.2,343.3,-22.5,3.822,3.794,37,35,25.99,78.12
1475991,2.02E+13,57.6,343.3,-22.5,3.822,3.794,37,35,26,78.17
9671426,2.02E+13,57.6,343.3,-22.5,3.823,3.795,37,35,26.01,78.22
1854047,2.02E+13,57.6,343.3,-22.5,3.823,3.796,37,35,26.04,78.28
5002136,2.02E+13,57.6,343.5,-22.5,3.823,3.796,37,35,26.06,78.33
5871364,2.02E+13,57.6,343.5,-22.5,3.823,3.797,37,35,26.07,78.38
3850578,2.02E+13,57.6,343.5,-22.5,3.823,3.797,37,35,26.09,78.43
4830155,2.02E+13,57.6,343.5,-22.5,3.824,3.798,37,35,26.11,78.48
1977323,2.02E+13,57.6,343.5,-22.5,3.824,3.797,37,35,26.12,78.53
7417804,2.02E+13,57.6,343.5,-22.5,3.825,3.797,37,35,26.14,78.58
8814597,2.02E+13,57.6,343.6,-22.5,3.825,3.798,37,35,26.15,78.63
4369384,2.02E+13,57.6,343.6,-22.5,3.826,3.798,37,35,26.17,78.68
8343957,2.02E+13,58,343.6,-22.5,3.826,3.799,37,35,26.19,78.73
8360802,2.02E+13,58,343.6,-22.5,3.826,3.799,37,35,26.2,78.78
8817335,2.02E+13,58,343.8,-22.5,3.827,3.799,37,35,26.22,78.83
7044425,2.02E+13,58,343.6,-22.5,3.827,3.8,37,35,26.24,78.88
5320147,2.02E+13,58,343.8,-22.5,3.827,3.8,37,35,26.25,78.93
2586169,2.02E+13,58,343.8,-22.5,3.828,3.8,37,35,26.27,78.98
9636248,2.02E+13,58,343.9,-22.5,3.828,3.8,37,35,26.29,79.04
4309323,2.02E+13,58,343.9,-22.5,3.828,3.8,37,35,26.31,79.09
2545770,2.02E+13,58,343.9,-22.5,3.829,3.802,37,35,26.32,79.13
8187948,2.02E+13,58,343.9,-22.5,3.83,3.801,37,35,26.34,79.18999
2881139,2.02E+13,58.4,343.9,-22.5,3.83,3.802,37,35,26.36,79.24
1127982,2.02E+13,58.4,343.9,-22.5,3.83,3.802,37,35,26.37,79.29
8636708,2.02E+13,58.4,343.9,-22.5,3.83,3.802,37,35,26.39,79.35
4531024,2.02E+13,58.4,343.9,-22.5,3.831,3.803,37,35,26.41,79.4
9045803,2.02E+13,58.4,344.1,-22.5,3.83,3.803,37,35,26.42,79.45
8027734,2.02E+13,58.4,344.1,-22.5,3.831,3.803,37,35,26.45,79.5
2135455,2.02E+13,58.4,344.1,-22.5,3.831,3.803,37,35,26.46,79.55
2741644,2.02E+13,58.4,344.3,-22.5,3.832,3.804,37,35,26.47,79.6
7756218,2.02E+13,58.4,344.3,-22.5,3.832,3.804,37,35,26.49,79.65
5405093,2.02E+13,58.4,344.3,-22.5,3.832,3.805,37,35,26.51,79.68999
6720566,2.02E+13,58.4,344.3,-22.5,3.833,3.805,37,35,26.53,79.75999
7652184,2.02E+13,58.8,344.3,-22.5,3.833,3.805,37,35,26.55,79.81
8017375,2.02E+13,58.8,344.3,-22.5,3.834,3.806,37,35,26.56,79.86
2451756,2.02E+13,58.8,344.4,-22.5,3.834,3.806,37,35,26.58,79.91
4009354,2.02E+13,58.8,344.4,-22.5,3.834,3.807,37,35,26.6,79.96
1244138,2.02E+13,58.8,344.4,-22.5,3.834,3.806,37,35,26.61,80.00999
7552641,2.02E+13,58.8,344.4,-22.5,3.835,3.808,37,35,26.63,80.06
8486519,2.02E+13,58.8,344.4,-22.5,3.835,3.808,37,35,26.65,80.11
4261741,2.02E+13,58.8,344.6,-22.5,3.835,3.808,37,35,26.66,80.16
4865891,2.02E+13,58.8,344.6,-22.5,3.837,3.808,37,35,26.68,80.21
5236625,2.02E+13,58.8,344.6,-22.5,3.836,3.809,37,35,26.7,80.25999
7008534,2.02E+13,58.8,344.6,-22.5,3.837,3.809,37,35,26.72,80.32
3195409,2.02E+13,59.2,344.6,-22.5,3.837,3.809,37,35,26.73,80.36
9039394,2.02E+13,59.2,344.7,-22.5,3.837,3.809,37,35,26.75,80.41
1061971,2.02E+13,59.2,344.7,-22.5,3.838,3.809,37,35,26.76,80.46
8374888,2.02E+13,59.2,344.7,-22.5,3.838,3.811,37,35,26.78,80.50999
2899724,2.02E+13,59.2,344.9,-22.5,3.838,3.81,37,35,26.8,80.57
8237414,2.02E+13,59.2,344.7,-22.5,3.838,3.811,37,35,26.82,80.62
6104577,2.02E+13,59.2,344.9,-22.5,3.839,3.812,37,35,26.83,80.67
4652369,2.02E+13,59.2,344.9,-22.5,3.839,3.812,37,35,26.85,80.73
4171512,2.02E+13,59.2,344.9,-22.5,3.839,3.812,37,35,26.87,80.78
7594385,2.02E+13,59.2,344.9,-22.5,3.84,3.812,37,35,26.88,80.83
2084052,2.02E+13,59.6,345,-22.5,3.84,3.812,37,35,26.9,80.88
5785900,2.02E+13,59.6,345,-22.5,3.841,3.813,37,35,26.92,80.93
1248028,2.02E+13,59.6,345,-22.5,3.842,3.813,37,35,26.93,80.98
5776993,2.02E+13,59.6,345,-22.5,3.841,3.814,37,35,26.95,81.02
1662146,2.02E+13,59.6,345.2,-22.5,3.841,3.813,37,35,26.97,81.07
2289759,2.02E+13,59.6,345.2,-22.5,3.842,3.815,37,35,26.98,81.12
3599020,2.02E+13,59.6,345.2,-22.5,3.842,3.815,37,35,27,81.17
6557477,2.02E+13,59.6,345.2,-22.5,3.843,3.815,37,35,27.02,81.22
9170913,2.02E+13,59.6,345.2,-22.5,3.843,3.816,37,35,27.03,81.27
8906365,2.02E+13,59.6,345.2,-22.5,3.843,3.816,37,35,27.05,81.32
7738282,2.02E+13,59.6,345.3,-22.5,3.845,3.816,37,35,27.06,81.37
8196621,2.02E+13,60,345.3,-22.5,3.845,3.817,37,35,27.08,81.42
8934200,2.02E+13,60,345.3,-22.5,3.845,3.817,37,35,27.11,81.49
2594233,2.02E+13,60,345.3,-22.5,3.845,3.817,37,35,27.12,81.54
3659295,2.02E+13,60,345.3,-22.5,3.845,3.817,37,35,27.14,81.57
9719233,2.02E+13,60,345.5,-22.5,3.845,3.818,37,35,27.16,81.64
3522299,2.02E+13,60,345.5,-22.5,3.846,3.818,37,35,27.17,81.68999
6192795,2.02E+13,60,345.5,-22.5,3.846,3.819,37,35,27.19,81.74
4694396,2.02E+13,60,345.5,-22.5,3.848,3.819,37,35,27.21,81.79
5360796,2.02E+13,60,345.7,-22.5,3.847,3.82,37,35,27.22,81.84
2277153,2.02E+13,60,345.7,-22.5,3.847,3.82,37,35,27.24,81.89
5897782,2.02E+13,60,345.7,-22.5,3.847,3.82,37,35,27.26,81.93999
9432034,2.02E+13,60.4,345.7,-22.5,3.848,3.82,37,35,27.27,81.99
5619831,2.02E+13,60.4,345.7,-22.5,3.848,3.82,37,35,27.29,82.04
3009393,2.02E+13,60.4,345.8,-22.5,3.849,3.821,37,35,27.31,82.11
2980515,2.02E+13,60.4,345.8,-22.5,3.849,3.821,37,35,27.33,82.16
2987123,2.02E+13,60.4,345.8,-22.5,3.849,3.822,37,35,27.34,82.18
9317454,2.02E+13,60.4,345.8,-22.5,3.85,3.821,37,35,27.35,82.23
3012272,2.02E+13,60.4,345.8,-22.5,3.85,3.822,37,35,27.37,82.28
1868054,2.02E+13,60.4,345.8,-22.5,3.85,3.823,37,35,27.39,82.34
8952017,2.02E+13,60.4,346,-22.5,3.851,3.823,37,35,27.4,82.39
2826708,2.02E+13,60.4,346,-22.5,3.851,3.823,37,35,27.42,82.43999
1643227,2.02E+13,60.4,346,-22.5,3.851,3.823,37,35,27.44,82.5
9100688,2.02E+13,60.8,346,-22.5,3.852,3.824,37,35,27.46,82.55
5864426,2.02E+13,60.8,346,-22.5,3.853,3.825,37,35,27.47,82.6
6669164,2.02E+13,60.8,346.1,-22.5,3.852,3.824,37,35,27.49,82.65
4109500,2.02E+13,60.8,346.1,-22.5,3.853,3.825,37,35,27.51,82.7
9920327,2.02E+13,60.8,346.1,-22.5,3.853,3.826,37,35,27.52,82.75
4850114,2.02E+13,60.8,346.1,-22.5,3.854,3.826,37,35,27.54,82.8
2681715,2.02E+13,60.8,346.3,-22.5,3.854,3.826,37,35,27.56,82.85
8781039,2.02E+13,60.8,346.1,-22.5,3.854,3.827,37,35,27.57,82.9
2977313,2.02E+13,60.8,346.3,-22.5,3.854,3.827,37,35,27.6,82.95
3727011,2.02E+13,60.8,346.3,-22.5,3.854,3.827,37,35,27.61,83
2350723,2.02E+13,61.2,346.4,-22.5,3.855,3.828,37,35,27.62,83.05
1175751,2.02E+13,61.2,346.4,-22.5,3.855,3.828,37,35,27.64,83.1
4345062,2.02E+13,61.2,346.4,-22.5,3.855,3.828,37,35,27.67,83.17
6662027,2.02E+13,61.2,346.4,-22.5,3.856,3.829,37,35,27.68,83.22
3356247,2.02E+13,61.2,346.4,-22.5,3.856,3.829,37,35,27.7,83.27
9187859,2.02E+13,61.2,346.4,-22.5,3.857,3.83,37,35,27.71,83.32
9770945,2.02E+13,61.2,346.4,-22.5,3.857,3.83,37,35,27.73,83.37
4857190,2.02E+13,61.2,346.6,-22.5,3.857,3.83,37,35,27.75,83.41
4291302,2.02E+13,61.2,346.6,-22.5,3.858,3.83,37,35,27.76,83.46
8479022,2.02E+13,61.2,346.6,-22.5,3.858,3.831,37,35,27.78,83.50999
4317418,2.02E+13,61.2,346.6,-22.5,3.859,3.831,37,35,27.8,83.56
1172569,2.02E+13,61.6,346.8,-22.5,3.859,3.831,37,35,27.81,83.61
4851505,2.02E+13,61.6,346.8,-22.5,3.859,3.832,37,35,27.83,83.66
1125235,2.02E+13,61.6,346.8,-22.5,3.859,3.831,37,35,27.85,83.72
4682619,2.02E+13,61.6,346.8,-22.5,3.86,3.833,37,35,27.86,83.77
7666068,2.02E+13,61.6,346.8,-22.5,3.86,3.832,37,35,27.88,83.82
8048016,2.02E+13,61.6,346.9,-22.5,3.86,3.833,37,35,27.9,83.87
6557241,2.02E+13,61.6,346.8,-22.5,3.861,3.834,37,35,27.91,83.92
4673897,2.02E+13,61.6,346.8,-22.5,3.862,3.834,37,35,27.93,83.97
7090607,2.02E+13,61.6,346.9,-22.5,3.862,3.834,37,35,27.95,84.02
1888330,2.02E+13,61.6,346.9,-22.5,3.862,3.834,37,35,27.96,84.07
2105402,2.02E+13,61.6,347.1,-22.5,3.862,3.834,37,35,27.98,84.12
4123027,2.02E+13,62,347.1,-22.5,3.863,3.835,37,35,28,84.17
9814374,2.02E+13,62,347.1,-22.5,3.863,3.835,37,35,28.01,84.21
4481340,2.02E+13,62,347.1,-22.5,3.864,3.835,37,35,28.03,84.25999
9188292,2.02E+13,62,347.1,-22.5,3.863,3.836,37,35,28.05,84.31
4884384,2.02E+13,62,347.2,-22.5,3.864,3.837,37,35,28.07,84.38
6061166,2.02E+13,62,347.2,-22.5,3.865,3.837,37,35,28.08,84.43
9786617,2.02E+13,62,347.2,-22.5,3.864,3.837,37,35,28.1,84.48
1404585,2.02E+13,62,347.2,-22.5,3.866,3.838,37,35,28.12,84.53
9673234,2.02E+13,62,347.2,-22.5,3.866,3.838,37,35,28.13,84.58
8637108,2.02E+13,62,347.4,-22.5,3.866,3.838,37,35,28.15,84.63
2530946,2.02E+13,62,347.2,-22.5,3.866,3.838,37,35,28.17,84.68
7816076,2.02E+13,62.4,347.4,-22.5,3.867,3.838,37,35,28.18,84.73
